"Device","Context","Stream","Kernel","Correlation_ID","l2_tex_hit_rate"
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",6745,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",6747,85.255759
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6748,55.579631
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6749,53.727722
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6750,10.291773
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6751,48.417114
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6752,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6753,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6754,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6755,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",6756,11.409368
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",6757,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_sgemm_64x64_nt",6758,48.002994
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",6759,37.697964
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",6760,7.717741
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",6761,6.965296
"Tesla V100-DGXS-32GB (2)","1","7","volta_sgemm_64x64_nt",6762,67.003174
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",6763,0.582682
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6764,14.437753
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6765,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6766,13.442017
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6767,41.464831
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6768,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6769,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6770,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6771,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",6772,33.333333
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",6773,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",6774,93.108512
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",6775,96.428571
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",6776,46.987952
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",6778,84.491261
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6779,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6780,29.656982
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6781,18.338013
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6782,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6783,41.420245
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6784,43.229167
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6785,50.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6786,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6787,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",6788,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",6789,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_medium_nn_v1",6790,87.596126
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",6791,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",6792,46.987952
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",6794,85.118317
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6795,52.157593
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6796,21.443176
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6797,10.827222
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6798,46.282732
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6799,64.583333
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6800,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6801,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6802,50.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",6803,21.237061
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",6804,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_sgemm_64x64_nt",6805,46.337252
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",6806,26.604037
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",6807,7.759107
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",6808,7.008043
"Tesla V100-DGXS-32GB (2)","1","7","volta_sgemm_64x64_nt",6809,66.362861
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",6810,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6811,12.948495
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6812,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6814,0.006643
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6815,46.289674
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6816,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6817,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6818,56.250000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6819,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",6820,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",6821,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",6822,91.779034
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",6823,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",6824,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",6826,84.166384
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6827,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6828,46.847534
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6829,0.044250
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6830,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6831,41.281449
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6832,42.708333
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6833,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6834,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6835,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::ops::scalePackedTensor_kernel<float, float>(long, float*, float)",6836,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::detail::dgrad_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=0>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=0>*, kernel_grad_params, __int64, int, __int64, int, float, int, int, int)",6837,95.339123
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::cnn::wgrad_alg1_engine<float, float, int=128, int=6, int=8, int=3, int=3, int=5, bool=0, bool=0>(int, int, int, float const *, int, float*, float const , kernel_grad_params, __int64, int, float, float, int, int, int*, kernel_grad_params, int, int)",6838,91.894400
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6839,13.238017
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6840,0.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6841,40.430504
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6842,41.666667
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6843,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6844,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6845,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",6846,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",6847,57.831325
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_medium_nn_v1",6848,87.565676
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",6849,100.000000
"Tesla V100-DGXS-32GB (2)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",6850,45.783133
"Tesla V100-DGXS-32GB (2)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",6852,84.536970
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6853,56.130981
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, int=2>>(int, float, float)",6854,16.569519
"Tesla V100-DGXS-32GB (2)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",6855,9.980867
"Tesla V100-DGXS-32GB (2)","1","7","void cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(float, float, float, float, cudnnTensorStruct, float const *, cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, float const , cudnn::bn_bw_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float*, float const *, float const , float const , float, cudnn::reduced_divisor, int, float*, cudnn::bnBwPersistentState*, int, float, float, float, int, float, cudnnStatus_t*, bool)",6856,41.323179
"Tesla V100-DGXS-32GB (2)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",6857,100.000000
